,cylinders,displ,make,year,fuelType
29937,4.0,2.0,Nissan,2016,Regular
29944,4.0,2.4,Hyundai,2017,Regular
29949,4.0,2.0,Chevrolet,2016,Premium
29951,6.0,4.3,GMC,1987,Regular
29954,4.0,2.0,Cadillac,2016,Regular
29955,6.0,3.0,Cadillac,2016,Premium
29965,4.0,2.4,Kia,2017,Regular
29967,4.0,2.0,Kia,2017,Regular
29973,8.0,5.0,GMC,1987,Regular
29974,6.0,3.6,Cadillac,2017,Regular
29987,4.0,2.5,Infiniti,2016,Regular
29996,3.0,1.2,Mitsubishi,2017,Regular
29998,6.0,3.6,Chrysler,2017,Regular
29999,0.0,0.0,Mitsubishi,2017,Electricity
30004,4.0,2.3,Ford,2016,Premium
30005,10.0,5.2,Audi,2017,Premium
30006,4.0,1.4,Renault,1985,Regular
30009,4.0,2.0,Audi,2017,Premium
30011,4.0,2.0,Subaru,2017,Premium
30013,4.0,2.5,Subaru,2017,Premium
30014,6.0,3.0,BMW,2017,Premium
30015,6.0,3.5,Acura,2017,Premium
30017,4.0,1.5,Chevrolet,2017,Regular Gas or Electricity
30020,8.0,5.0,Jaguar,2017,Premium
30022,6.0,3.0,Jaguar,2017,Premium
30035,4.0,2.0,MINI,2017,Premium
30041,8.0,4.4,BMW,2017,Premium
30055,4.0,2.0,BMW,2017,Premium
30060,6.0,3.0,Infiniti,2016,Premium
30063,4.0,2.0,Infiniti,2016,Premium
30067,6.0,3.3,Kia,2017,Regular
30070,4.0,2.5,Ford,2017,Regular
30071,4.0,1.5,Ford,2017,Regular
30072,4.0,2.0,Ford,2017,Regular
30074,4.0,2.5,Ford,2017,Gasoline or E85
30075,4.0,2.0,Lincoln,2017,Regular
30078,4.0,2.3,Lincoln,2017,Regular
30082,6.0,3.0,Mercedes-Benz,2017,Premium
30083,8.0,5.5,Mercedes-Benz,2017,Premium
30084,8.0,5.7,GMC,1987,Regular
30091,8.0,4.7,Maserati,2017,Premium
30093,4.0,2.4,Acura,2017,Premium
30100,4.0,1.4,Hyundai,2017,Regular
30105,6.0,3.8,Genesis,2017,Regular
30116,8.0,4.7,Mercedes-Benz,2017,Premium
30119,4.0,2.0,Buick,2016,Premium
30120,4.0,2.0,Jaguar,2017,Premium
30122,6.0,3.5,Honda,2017,Regular
30124,4.0,2.5,GMC,2017,Regular
30125,6.0,3.6,GMC,2017,Regular
30131,4.0,1.6,Kia,2017,Regular
30134,6.0,3.0,Porsche,2017,Premium
30136,6.0,3.6,Porsche,2017,Premium
30144,6.0,3.8,Porsche,2017,Premium
30148,4.0,2.0,Mercedes-Benz,2017,Premium
30151,6.0,3.6,Subaru,2017,Regular
30174,4.0,2.5,Subaru,2017,Regular
30175,4.0,1.6,Hyundai,2017,Regular
30177,6.0,3.7,Nissan,2017,Premium
30187,4.0,1.8,Toyota,2017,Regular
30188,4.0,2.4,Chevrolet,2017,Regular
30189,4.0,2.4,GMC,2017,Regular
30195,4.0,2.0,Ford,2017,Regular Gas and Electricity
30196,10.0,5.2,Lamborghini,2017,Premium
30203,4.0,2.0,Toyota,2017,Premium
30209,4.0,2.0,Mazda,2017,Regular
30211,12.0,6.7,Rolls-Royce,2017,Premium
30213,4.0,2.0,Buick,2017,Premium
30214,4.0,2.4,Buick,2017,Regular
30220,4.0,2.5,Chevrolet,2017,Regular
30221,6.0,3.6,Chevrolet,2017,Regular
30222,8.0,5.0,Genesis,2017,Premium
30229,4.0,2.4,Chevrolet,2017,Gasoline or E85
30232,4.0,2.4,GMC,2017,Gasoline or E85
30236,6.0,3.6,Buick,2017,Regular
30239,6.0,3.5,Ford,2017,Regular
30242,6.0,3.5,Lincoln,2017,Regular
30249,4.0,2.1,Jeep,1987,Diesel
30257,4.0,1.4,Fiat,2017,Premium
30260,4.0,2.5,Jeep,1987,Regular
30261,8.0,5.2,Ford,2017,Premium
30264,6.0,3.5,Nissan,2017,Premium
30265,6.0,3.5,Toyota,2017,Regular
30266,6.0,3.3,Genesis,2017,Premium
30270,6.0,3.8,Kia,2017,Regular
30272,4.0,2.4,Ram,2017,Regular
30279,4.0,2.0,Volvo,2017,Premium
30281,6.0,3.8,Nissan,2017,Premium
30283,4.0,2.0,Volvo,2017,Regular
30292,8.0,5.0,Kia,2017,Premium
30293,6.0,4.0,Jeep,1987,Regular
30301,12.0,6.5,Lamborghini,2017,Premium
30303,4.0,2.0,Porsche,2017,Premium
30306,4.0,2.5,Porsche,2017,Premium
30308,4.0,2.3,Ford,2017,Regular
30311,6.0,3.7,Ford,2017,Regular
30313,8.0,5.0,Ford,2017,Regular
30334,6.0,3.5,Ford,2017,Gasoline or E85
30341,8.0,4.8,Porsche,2017,Premium
30343,8.0,3.9,Ferrari,2017,Premium
30344,12.0,6.3,Ferrari,2017,Premium
30352,8.0,6.2,Chevrolet,2017,Premium
30353,4.0,2.0,Chevrolet,2017,Premium
30358,4.0,2.0,Cadillac,2017,Premium
30359,4.0,1.8,Lexus,2017,Regular
30361,6.0,2.7,Ford,2017,Regular
30365,4.0,2.4,Honda,2017,Regular
30368,6.0,3.0,Lincoln,2017,Regular
30370,6.0,3.0,Maserati,2017,Premium
30376,8.0,3.8,Maserati,2017,Premium
30379,4.0,1.5,Honda,2017,Regular
30383,8.0,5.3,Chevrolet,2017,Regular
30384,8.0,6.2,Chevrolet,2017,Regular
30386,6.0,4.3,Chevrolet,2017,Gasoline or E85
30387,8.0,5.3,GMC,2017,Regular
30388,8.0,6.2,GMC,2017,Regular
30390,6.0,4.3,GMC,2017,Gasoline or E85
30391,8.0,5.3,GMC,2017,Gasoline or E85
30397,8.0,5.3,Chevrolet,2017,Gasoline or E85
30406,8.0,6.0,Chevrolet,2017,Regular
30408,8.0,6.0,GMC,2017,Regular
30416,4.0,2.0,Volkswagen,2017,Premium
30417,4.0,2.5,Buick,2017,Regular
30419,4.0,2.0,Land Rover,2017,Premium
30422,8.0,6.2,Cadillac,2017,Regular
30447,8.0,3.0,Maserati,2017,Premium
30448,4.0,1.7,Renault,1985,Regular
30453,4.0,2.0,Volvo,2017,Premium and Electricity
30457,4.0,2.0,Audi,2017,Premium or E85
30459,8.0,4.0,Bentley,2017,Premium
30470,8.0,4.0,Audi,2017,Premium
30476,4.0,2.5,Toyota,2017,Regular
30477,6.0,3.6,Volkswagen,2017,Regular
30478,4.0,1.8,Volkswagen,2017,Regular
30484,4.0,2.4,Jeep,2017,Regular
30495,4.0,1.5,MINI,2017,Premium
30533,6.0,3.0,Cadillac,2017,Premium
30534,6.0,3.6,Chevrolet,2017,Gasoline or E85
30543,4.0,2.4,Dodge,2017,Regular
30544,6.0,3.6,Dodge,2017,Gasoline or E85
30545,4.0,2.0,Jeep,2017,Regular
30550,6.0,3.6,Dodge,2017,Regular
30557,0.0,0.0,Fiat,2017,Electricity
30558,6.0,3.0,Porsche,2017,Premium Gas or Electricity
30561,0.0,0.0,BYD,2016,Electricity
30562,10.0,8.4,Dodge,2017,Premium
30588,4.0,2.0,Honda,2017,Regular
30596,6.0,3.7,Ford,2017,Gasoline or E85
30601,6.0,3.7,Infiniti,2017,Premium
30603,4.0,2.4,Jeep,2017,Gasoline or E85
30609,6.0,3.2,Jeep,2017,Midgrade
30621,8.0,5.7,Dodge,2017,Midgrade
30623,6.0,3.6,Jeep,2017,Regular
30624,6.0,3.5,Mercedes-Benz,2017,Premium
30628,8.0,5.7,Jeep,2017,Midgrade
30629,8.0,6.4,Jeep,2017,Premium
30641,3.0,0.9,smart,2017,Premium
30651,4.0,1.4,Chevrolet,2017,Regular
30653,4.0,1.5,Toyota,2017,Regular
30669,4.0,2.5,Cadillac,2017,Regular
30672,6.0,3.6,Cadillac,2017,Premium
30675,4.0,1.8,Chevrolet,2017,Regular
30687,12.0,6.6,Rolls-Royce,2017,Premium
30690,4.0,1.4,Volkswagen,2017,Regular
30701,8.0,6.2,Cadillac,2017,Premium
30702,4.0,1.5,Chevrolet,2017,Regular
30721,4.0,1.4,Buick,2017,Regular
30727,12.0,6.0,Bentley,2017,Premium
30731,6.0,3.5,Mercedes-Benz,2017,Premium or E85
30734,8.0,4.0,Mercedes-Benz,2017,Premium
30740,6.0,3.0,Infiniti,2017,Premium
30742,4.0,2.0,Infiniti,2017,Premium
30751,4.0,2.0,Volkswagen,2017,Regular
30765,4.0,2.7,Toyota,2017,Regular
30772,8.0,5.7,Ram,2017,Midgrade
30773,6.0,3.6,Ram,2017,Gasoline or E85
30782,4.0,2.0,Saab,1985,Regular
30784,0.0,0.0,BMW,2017,Electricity
30786,0.0,0.0,Mercedes-Benz,2017,Electricity
30789,4.0,2.0,Audi,2017,Regular
30809,4.0,1.5,Mazda,2017,Regular
30817,8.0,6.8,Bentley,2017,Premium
30818,4.0,2.5,Mazda,2017,Regular
30825,6.0,2.7,Lincoln,2017,Regular
30828,6.0,3.7,Lincoln,2017,Regular
30831,4.0,2.0,Subaru,2017,Regular
30833,4.0,2.0,BMW,2017,Premium and Electricity
30834,4.0,2.0,Hyundai,2017,Regular Gas and Electricity
30836,12.0,6.0,Mercedes-Benz,2017,Premium
30844,4.0,1.6,Nissan,2017,Regular
30867,8.0,5.6,Nissan,2017,Regular
30868,8.0,4.6,Lexus,2017,Premium
30869,8.0,5.7,Lexus,2017,Premium
30872,8.0,5.7,Toyota,2017,Regular
30874,6.0,3.5,Lotus,2017,Premium
30876,4.0,1.6,Buick,2017,Premium
30881,4.0,2.0,Jaguar,2017,Diesel
30891,4.0,2.4,Chrysler,2017,Regular
30892,4.0,2.4,Chrysler,2017,Gasoline or E85
30895,6.0,3.6,Chrysler,2017,Gasoline or E85
30906,6.0,3.5,Lexus,2017,Regular
30907,4.0,2.5,Lexus,2017,Regular
30918,8.0,4.6,Toyota,2017,Regular
30919,8.0,5.7,Toyota,2017,Gasoline or E85
30931,4.0,2.0,Mercedes-Benz,2017,Premium or E85
30932,12.0,6.0,Aston Martin,2017,Premium
30934,8.0,3.8,McLaren Automotive,2017,Premium
30944,4.0,2.0,Mitsubishi,2017,Regular
30946,4.0,2.4,Mitsubishi,2017,Regular
30948,4.0,2.5,Nissan,2017,Regular
30951,6.0,3.5,Nissan,2017,Regular
30958,4.0,1.8,Honda,2017,Regular
30968,6.0,3.5,Lexus,2017,Premium
30969,0.0,0.0,Kia,2017,Electricity
31002,6.0,4.2,Jeep,1987,Regular
31004,8.0,5.9,Jeep,1987,Regular
31055,4.0,1.8,Toyota,1985,Diesel
31083,4.0,2.2,Toyota,1987,Regular
31139,4.0,2.1,Volkswagen,1987,Regular
31166,4.0,1.6,Volkswagen,1985,Diesel
31167,6.0,3.0,Dodge,1987,Regular
31195,4.0,2.6,Plymouth,1987,Regular
31196,6.0,3.0,Plymouth,1987,Regular
31197,6.0,4.2,American Motors Corporation,1987,Regular
31272,8.0,3.5,Land Rover,1987,Regular
31288,4.0,1.3,Suzuki,1987,Regular
31289,3.0,1.0,Pontiac,1985,Regular
31290,5.0,2.2,Volkswagen,1985,Regular
31292,6.0,4.2,Toyota,1987,Regular
31309,4.0,2.0,Alfa Romeo,1988,Regular
31310,8.0,4.9,Aurora Cars Ltd,1988,Regular
31311,4.0,1.5,Bertone,1988,Regular
31313,6.0,3.8,Buick,1988,Regular
31314,8.0,4.1,Cadillac,1988,Premium
31315,8.0,5.7,Chevrolet,1988,Premium
31319,6.0,3.0,Nissan,1988,Regular
31324,12.0,4.9,Ferrari,1988,Regular
31325,8.0,3.2,Ferrari,1988,Regular
31326,4.0,1.9,Ford,1988,Regular
31329,4.0,1.5,Honda,1988,Regular
31331,4.0,1.6,Honda,1988,Regular
31334,4.0,2.3,Volvo,1985,Regular
31335,12.0,5.3,Jaguar,1988,Regular
31336,12.0,5.2,Lamborghini,1988,Premium
31337,4.0,2.2,Lotus,1988,Premium
31338,4.0,2.2,Maserati,1988,Premium
31339,2.0,1.3,Mazda,1988,Regular
31342,8.0,5.6,Mercedes-Benz,1988,Premium
31343,4.0,2.3,Panther Car Company Limited,1988,Regular
31346,4.0,2.5,Pontiac,1988,Regular
31348,6.0,2.8,Pontiac,1988,Regular
31350,4.0,2.0,Red Shift Ltd.,1988,Premium
31351,6.0,3.4,Ruf Automobile Gmbh,1988,Premium
31352,4.0,1.8,Subaru,1988,Regular
31353,4.0,1.6,Toyota,1988,Regular
31354,4.0,1.6,Toyota,1988,Premium
31358,3.0,1.0,Chevrolet,1988,Regular
31361,4.0,1.4,Dacia,1988,Regular
31363,3.0,1.0,Pontiac,1988,Regular
31364,6.0,3.2,Porsche,1988,Premium
31365,6.0,3.3,Porsche,1988,Premium
31366,4.0,2.5,Porsche,1988,Regular
31369,8.0,5.0,Porsche,1988,Premium
31373,4.0,2.5,Porsche,1988,Premium
31375,3.0,1.0,Suzuki,1988,Regular
31376,4.0,2.0,Toyota,1988,Regular
31380,4.0,1.8,Volkswagen,1988,Regular
31382,4.0,1.6,Acura,1988,Regular
31384,6.0,2.5,Alfa Romeo,1988,Regular
31386,6.0,3.0,Alfa Romeo,1988,Regular
31387,8.0,5.3,Aston Martin,1988,Regular
31391,4.0,2.0,Audi,1988,Regular
31393,5.0,2.3,Audi,1988,Regular
31395,4.0,2.3,BMW,1988,Premium
31397,6.0,2.5,BMW,1988,Regular
31403,6.0,2.7,BMW,1988,Regular
31405,6.0,3.4,BMW,1988,Regular
31407,6.0,3.5,BMW,1988,Premium
31408,6.0,2.8,Chevrolet,1988,Regular
31410,8.0,5.0,Chevrolet,1988,Regular
31411,8.0,5.0,Chevrolet,1988,Premium
31418,4.0,1.5,Chevrolet,1988,Regular
31424,4.0,2.6,Chrysler,1988,Premium
31428,4.0,2.5,Chrysler,1988,Regular
31430,3.0,1.0,Daihatsu,1988,Regular
31431,4.0,1.6,Nissan,1988,Regular
31433,4.0,1.8,Nissan,1988,Regular
31438,4.0,2.0,Nissan,1988,Regular
31444,4.0,1.5,Dodge,1988,Regular
31448,4.0,1.6,Dodge,1988,Regular
31450,4.0,2.2,Dodge,1988,Premium
31452,4.0,2.5,Dodge,1988,Regular
31454,4.0,1.3,Ford,1988,Regular
31469,4.0,2.0,Honda,1988,Regular
31473,4.0,1.5,Hyundai,1988,Regular
31476,4.0,1.5,Isuzu,1988,Regular
31481,4.0,2.0,Isuzu,1988,Regular
31483,4.0,2.3,Isuzu,1988,Regular
31486,5.0,2.5,Mercedes-Benz,1988,Diesel
31487,4.0,2.3,Mercedes-Benz,1988,Premium
31490,6.0,2.6,Mercedes-Benz,1988,Premium
31492,6.0,3.0,Mercedes-Benz,1988,Premium
31493,4.0,1.8,Mitsubishi,1988,Regular
31494,4.0,2.0,Mitsubishi,1988,Regular
31496,4.0,1.5,Mitsubishi,1988,Regular
31499,4.0,1.6,Mitsubishi,1988,Regular
31500,8.0,5.7,Buick,1985,Diesel
31505,4.0,2.6,Mitsubishi,1988,Premium
31510,4.0,1.5,Plymouth,1988,Regular
31511,3.0,1.0,Suzuki,1985,Regular
31515,4.0,1.6,Plymouth,1988,Regular
31519,8.0,5.0,Pontiac,1988,Regular
31520,8.0,5.0,Pontiac,1988,Premium
31524,8.0,5.7,Pontiac,1988,Premium
31527,4.0,2.0,Pontiac,1988,Premium
31529,4.0,2.0,Pontiac,1988,Regular
31531,4.0,1.5,Pontiac,1988,Regular
31533,8.0,6.8,Rolls-Royce,1988,Regular
31536,4.0,2.0,Saab,1988,Regular
31540,3.0,1.2,Subaru,1988,Regular
31543,6.0,2.7,Subaru,1988,Regular
31552,4.0,2.0,Toyota,1988,Premium
31556,8.0,5.7,Cadillac,1985,Diesel
31564,6.0,3.0,Toyota,1988,Premium
31569,4.0,1.5,Toyota,1988,Regular
31576,4.0,1.1,Yugo,1988,Regular
31577,4.0,1.3,Yugo,1988,Regular
31579,6.0,2.7,Acura,1988,Regular
31581,6.0,2.5,Sterling,1988,Regular
31583,6.0,2.7,Sterling,1988,Regular
31591,4.0,2.0,Buick,1988,Regular
31595,4.0,2.3,Buick,1988,Regular
31596,4.0,2.5,Buick,1988,Regular
31598,6.0,3.0,Buick,1988,Regular
31599,6.0,2.8,Cadillac,1988,Regular
31602,4.0,2.0,Chevrolet,1988,Regular
31617,4.0,1.6,Chevrolet,1988,Regular
31624,4.0,2.2,Chrysler,1988,Regular
31636,4.0,2.2,Dodge,1988,Regular
31649,4.0,1.6,Ford,1988,Regular
31663,6.0,3.6,Jaguar,1988,Regular
31664,6.0,3.6,Jaguar,1988,Premium
31666,8.0,5.0,Mercury,1988,Regular
31671,4.0,1.6,Mercury,1988,Regular
31673,4.0,2.3,Merkur,1988,Regular
31675,4.0,1.6,Mazda,1988,Regular
31677,4.0,1.6,Mazda,1988,Premium
31687,4.0,2.3,Mcevoy Motors,1988,Regular
31688,6.0,3.0,Mitsubishi,1988,Regular
31691,4.0,2.3,Oldsmobile,1988,Regular
31693,4.0,2.5,Oldsmobile,1988,Regular
31695,6.0,3.0,Oldsmobile,1988,Regular
31696,4.0,2.0,Oldsmobile,1988,Regular
31701,4.0,2.1,Peugeot,1988,Premium
31703,4.0,2.2,Peugeot,1988,Regular
31705,6.0,2.9,Peugeot,1988,Premium
31707,4.0,2.2,Plymouth,1988,Regular
31709,4.0,2.2,Plymouth,1988,Premium
31714,4.0,2.5,Plymouth,1988,Regular
31718,4.0,2.3,Pontiac,1988,Regular
31723,4.0,1.6,Pontiac,1988,Regular
31737,4.0,2.0,Saab,1988,Premium
31750,6.0,2.5,Toyota,1988,Regular
31752,6.0,2.8,Toyota,1988,Premium
31760,5.0,2.2,Volkswagen,1988,Regular
31762,4.0,2.3,Volvo,1988,Regular
31764,6.0,2.8,Volvo,1988,Regular
31765,5.0,2.2,Audi,1988,Regular
31775,6.0,2.8,Buick,1988,Regular
31781,8.0,4.5,Cadillac,1988,Regular
31783,4.0,2.5,Chevrolet,1988,Regular
31787,6.0,4.3,Chevrolet,1988,Regular
31797,6.0,3.0,Chrysler,1988,Regular
31798,8.0,5.2,Chrysler,1988,Premium
31799,4.0,2.5,CX Automotive,1988,Premium
31805,8.0,5.2,Dodge,1988,Premium
31809,6.0,3.0,Dodge,1988,Regular
31820,4.0,2.5,Ford,1988,Regular
31823,6.0,3.0,Ford,1988,Regular
31825,8.0,5.0,Lincoln,1988,Regular
31826,6.0,3.0,Mercury,1988,Regular
31828,6.0,2.9,Merkur,1988,Regular
31830,4.0,2.2,Mazda,1988,Premium
31831,4.0,2.2,Mazda,1988,Regular
31835,6.0,3.0,Mazda,1988,Regular
31838,8.0,4.2,Mercedes-Benz,1988,Premium
31841,6.0,2.8,Oldsmobile,1988,Regular
31843,6.0,3.8,Oldsmobile,1988,Regular
31848,8.0,5.0,Oldsmobile,1988,Regular
31853,8.0,5.2,Plymouth,1988,Premium
31866,6.0,3.1,Pontiac,1988,Regular
31868,4.0,2.2,Eagle,1988,Regular
31877,12.0,5.0,BMW,1988,Regular
31881,8.0,5.0,Cadillac,1988,Regular
31884,8.0,5.7,CCC Engineering,1988,Regular
31887,8.0,5.7,Chevrolet,1988,Regular
31891,8.0,5.8,Ford,1988,Regular
31892,6.0,3.0,"JBA Motorcars, Inc.",1988,Regular
31893,6.0,3.8,Lincoln,1988,Regular
31898,6.0,3.8,Pontiac,1988,Regular
31899,4.0,2.5,Eagle,1988,Regular
31902,6.0,3.0,Eagle,1988,Regular
31921,4.0,2.0,Dodge,1988,Regular
31947,4.0,2.0,Plymouth,1988,Regular
32026,8.0,5.0,Buick,1988,Regular
32039,4.0,2.4,Nissan,1988,Regular
32047,4.0,2.6,Dodge,1988,Regular
32049,4.0,2.2,Ford,1988,Regular
32051,4.0,2.0,Ford,1988,Regular
32054,6.0,2.9,Ford,1988,Regular
32057,4.0,2.5,GMC,1988,Regular
32059,6.0,2.8,GMC,1988,Regular
32062,6.0,4.3,GMC,1988,Regular
32064,4.0,2.6,Isuzu,1988,Regular
32070,4.0,2.6,Mitsubishi,1988,Regular
32075,4.0,2.6,Mazda,1988,Regular
32077,4.0,2.4,Toyota,1988,Regular
32085,4.0,2.6,Ford,1988,Regular
32104,8.0,6.2,Chevrolet,1988,Diesel
32111,6.0,2.4,Lincoln,1985,Diesel
32120,6.0,3.9,Dodge,1988,Regular
32122,8.0,5.0,Lincoln,1985,Regular
32127,8.0,5.2,Dodge,1988,Regular
32131,8.0,5.9,Dodge,1988,Regular
32141,6.0,4.9,Ford,1988,Regular
32167,8.0,5.0,GMC,1988,Regular
32170,8.0,5.7,GMC,1988,Regular
32173,8.0,6.2,GMC,1988,Diesel
32189,8.0,4.9,Maserati,1985,Regular
32191,4.0,2.5,Jeep,1988,Regular
32194,6.0,4.0,Jeep,1988,Regular
32305,6.0,4.2,Jeep,1988,Regular
32306,8.0,5.9,Jeep,1988,Regular
32312,8.0,5.7,Oldsmobile,1985,Diesel
32313,6.0,3.0,Toyota,1988,Regular
32370,4.0,2.4,Mitsubishi,1988,Regular
32371,4.0,2.2,Toyota,1988,Regular
32421,4.0,2.1,Volkswagen,1988,Regular
32452,4.0,2.5,Grumman Allied Industries,1988,Regular
32461,6.0,3.0,Plymouth,1988,Regular
32462,6.0,4.2,Eagle,1988,Regular
32522,8.0,3.5,Land Rover,1988,Premium
32533,4.0,1.3,Suzuki,1988,Regular
32536,6.0,4.0,Toyota,1988,Regular
32555,4.0,2.0,Alfa Romeo,1989,Regular
32557,4.0,1.5,Bertone,1989,Regular
32558,6.0,3.8,Buick,1989,Regular
32559,8.0,4.5,Cadillac,1989,Premium
32560,8.0,5.7,Chevrolet,1989,Premium
32564,4.0,2.2,Chrysler,1989,Premium
32566,4.0,2.5,Chrysler,1989,Premium
32569,6.0,3.0,Nissan,1989,Regular
32573,6.0,2.9,Environmental Rsch and Devp Corp,1989,Premium
32574,8.0,5.7,Evans Automobiles,1989,Regular
32575,12.0,4.9,Ferrari,1989,Regular
32576,8.0,3.2,Ferrari,1989,Regular
32577,8.0,3.4,Ferrari,1989,Premium
32579,4.0,1.5,Honda,1989,Regular
32581,4.0,1.6,Honda,1989,Regular
32584,12.0,5.3,Jaguar,1989,Regular
32586,12.0,5.2,Lamborghini,1989,Premium
32587,4.0,2.2,Lotus,1989,Premium
32591,6.0,2.8,Maserati,1989,Premium
32595,2.0,1.3,Mazda,1989,Regular
32598,8.0,5.6,Mercedes-Benz,1989,Premium
32599,4.0,1.8,Subaru,1989,Regular
32601,4.0,1.6,Toyota,1989,Regular
32602,4.0,1.6,Toyota,1989,Premium
32608,6.0,3.2,Porsche,1989,Premium
32609,6.0,3.3,Porsche,1989,Premium
32610,6.0,3.6,Porsche,1989,Premium
32613,8.0,5.0,Porsche,1989,Premium
32616,4.0,2.7,Porsche,1989,Premium
32618,4.0,3.0,Porsche,1989,Premium
32619,4.0,2.5,Porsche,1989,Premium
32620,4.0,2.0,Toyota,1989,Regular
32622,4.0,1.8,Audi,1985,Regular
32625,4.0,1.8,Volkswagen,1989,Regular
32627,4.0,1.6,Acura,1989,Regular
32629,6.0,2.5,Alfa Romeo,1989,Regular
32631,6.0,3.0,Alfa Romeo,1989,Regular
32632,8.0,5.3,Aston Martin,1989,Regular
32636,4.0,2.0,Audi,1989,Regular
32638,5.0,2.3,Audi,1989,Regular
32641,4.0,2.3,BMW,1989,Premium
32642,6.0,3.5,BMW,1989,Premium
32643,6.0,2.5,BMW,1989,Regular
32645,6.0,2.4,Volvo,1985,Diesel
32650,6.0,3.4,BMW,1989,Regular
32652,6.0,2.8,Chevrolet,1989,Regular
32654,8.0,5.0,Chevrolet,1989,Regular
32655,8.0,5.0,Chevrolet,1989,Premium
32662,3.0,1.0,Chevrolet,1989,Regular
32665,4.0,2.6,Chrysler,1989,Premium
32667,6.0,2.9,Volvo,1985,Regular
32670,4.0,2.5,Chrysler,1989,Regular
32673,3.0,1.0,Daihatsu,1989,Regular
32674,4.0,1.3,Daihatsu,1989,Regular
32677,4.0,1.6,Nissan,1989,Regular
32680,4.0,1.8,Nissan,1989,Regular
32684,4.0,2.4,Nissan,1989,Regular
32688,4.0,1.5,Dodge,1989,Regular
32692,4.0,1.6,Dodge,1989,Premium
32693,4.0,2.2,Dodge,1989,Premium
32694,4.0,2.5,Dodge,1989,Premium
32695,4.0,2.5,Dodge,1989,Regular
32698,4.0,2.2,Dodge,1989,Regular
32705,4.0,1.3,Ford,1989,Regular
32708,4.0,2.3,Ford,1989,Regular
32710,8.0,5.0,Ford,1989,Regular
32713,3.0,1.0,Geo,1989,Regular
32716,4.0,1.6,Geo,1989,Regular
32718,4.0,1.5,Geo,1989,Regular
32725,4.0,2.0,Honda,1989,Regular
32729,4.0,1.5,Hyundai,1989,Regular
32732,4.0,1.5,Isuzu,1989,Regular
32738,4.0,1.6,Isuzu,1989,Regular
32739,4.0,2.0,Isuzu,1989,Regular
32741,4.0,2.3,Isuzu,1989,Regular
32748,5.0,2.5,Mercedes-Benz,1989,Diesel
32749,6.0,2.6,Mercedes-Benz,1989,Premium
32751,6.0,3.0,Mercedes-Benz,1989,Premium
32752,4.0,1.5,Mitsubishi,1989,Regular
32755,4.0,1.6,Mitsubishi,1989,Premium
32760,4.0,2.6,Mitsubishi,1989,Premium
32762,6.0,3.8,Pontiac,1989,Regular
32763,4.0,1.5,Plymouth,1989,Regular
32766,4.0,1.6,Plymouth,1989,Premium
32768,4.0,2.2,Plymouth,1989,Regular
32770,4.0,2.5,Plymouth,1989,Premium
32771,4.0,2.5,Plymouth,1989,Regular
32773,6.0,2.8,Pontiac,1989,Regular
32775,8.0,5.0,Pontiac,1989,Regular
32776,8.0,5.0,Pontiac,1989,Premium
32780,8.0,5.7,Pontiac,1989,Premium
32781,3.0,1.0,Pontiac,1989,Regular
32785,4.0,2.0,Pontiac,1989,Regular
32786,4.0,2.0,Pontiac,1989,Premium
32790,4.0,1.5,Pontiac,1989,Regular
32793,8.0,6.8,Rolls-Royce,1989,Regular
32795,4.0,2.0,Saab,1989,Regular
32797,8.0,4.9,Saleen,1989,Regular
32801,3.0,1.2,Subaru,1989,Regular
32806,6.0,2.7,Subaru,1989,Regular
32812,3.0,1.0,Suzuki,1989,Regular
32814,4.0,1.3,Suzuki,1989,Regular
32821,4.0,2.0,Toyota,1989,Premium
32831,6.0,3.0,Toyota,1989,Premium
32836,4.0,1.5,Toyota,1989,Regular
32841,4.0,1.1,Yugo,1989,Regular
32842,4.0,1.3,Yugo,1989,Regular
32843,6.0,2.7,Acura,1989,Regular
32845,8.0,5.7,Chevrolet,1985,Diesel
32847,6.0,2.7,Sterling,1989,Regular
32854,4.0,2.0,Buick,1989,Regular
32857,4.0,2.3,Buick,1989,Regular
32858,4.0,2.5,Buick,1989,Regular
32859,6.0,3.3,Buick,1989,Regular
32860,4.0,2.0,Chevrolet,1989,Regular
32877,4.0,2.0,Nissan,1989,Regular
32888,4.0,1.5,Eagle,1989,Regular
32891,4.0,1.6,Eagle,1989,Regular
32893,4.0,1.9,Ford,1989,Regular
32897,4.0,1.6,Ford,1989,Regular
32899,4.0,2.2,Ford,1989,Regular
32901,4.0,2.2,Ford,1989,Premium
32910,6.0,3.6,Jaguar,1989,Premium
32912,4.0,2.3,Mercury,1989,Regular
32916,4.0,1.6,Mercury,1989,Regular
32918,4.0,2.3,Merkur,1989,Regular
32920,4.0,1.6,Mazda,1989,Regular
32923,4.0,1.6,Mazda,1989,Premium
32930,4.0,2.0,Mitsubishi,1989,Regular
32934,6.0,3.0,Mitsubishi,1989,Regular
32936,4.0,2.3,Oldsmobile,1989,Regular
32938,4.0,2.5,Oldsmobile,1989,Regular
32940,6.0,3.3,Oldsmobile,1989,Regular
32941,4.0,1.9,Peugeot,1989,Regular
32943,4.0,1.9,Peugeot,1989,Premium
32948,4.0,2.1,Peugeot,1989,Premium
32950,4.0,2.2,Peugeot,1989,Regular
32952,6.0,2.9,Peugeot,1989,Premium
32955,4.0,1.8,BMW,1985,Regular
