,cylinders,displ,make,year,fuelType
2246,8.0,4.3,Chevrolet,1995,Regular
2248,8.0,5.7,Chevrolet,1995,Regular
2249,6.0,3.3,Chrysler,1995,Regular
2251,6.0,3.5,Chrysler,1995,Regular
2253,8.0,4.6,Dabryan Coach Builders Inc,1995,Regular
2257,8.0,5.7,Dabryan Coach Builders Inc,1995,Regular
2263,6.0,3.3,Dodge,1995,Regular
2265,6.0,3.5,Dodge,1995,Regular
2266,6.0,3.3,Eagle,1995,Regular
2268,6.0,3.5,Eagle,1995,Regular
2270,8.0,5.7,Federal Coach,1995,Regular
2276,8.0,4.6,Federal Coach,1995,Regular
2284,8.0,4.6,Lincoln,1995,Regular
2289,6.0,3.5,Mercedes-Benz,1995,Diesel
2294,6.0,3.8,Oldsmobile,1995,Regular
2297,6.0,3.8,Pontiac,1995,Premium
2301,4.0,2.3,Saab,1995,Premium
2305,6.0,3.0,Saab,1995,Regular
2313,4.0,1.7,Nissan,1985,Diesel
2324,4.0,1.8,Nissan,1985,Regular
2336,4.0,2.0,Nissan,1985,Regular
2340,4.0,2.4,Eagle,1995,Regular
2377,6.0,4.3,Chevrolet,1995,Regular
2378,6.0,4.3,Chevrolet,1995,Premium
2383,6.0,3.0,Nissan,1995,Regular
2385,4.0,2.2,GMC,1995,Regular
2387,6.0,4.3,GMC,1995,Premium
2388,6.0,4.3,GMC,1995,Regular
2390,4.0,2.3,Isuzu,1995,Regular
2395,4.0,2.4,Toyota,1995,Regular
2397,6.0,3.4,Toyota,1995,Regular
2403,8.0,5.0,Chevrolet,1995,Regular
2407,8.0,6.5,Chevrolet,1995,Diesel
2422,6.0,3.9,Dodge,1995,Regular
2425,8.0,5.2,Dodge,1995,Regular
2431,8.0,5.9,Dodge,1995,Regular
2437,6.0,4.9,Ford,1995,Regular
2449,4.0,2.3,Ford,1995,Regular
2453,6.0,4.0,Ford,1995,Regular
2459,8.0,5.0,GMC,1995,Regular
2461,8.0,5.7,GMC,1995,Regular
2463,8.0,6.5,GMC,1995,Diesel
2477,4.0,2.3,Mazda,1995,Regular
2479,6.0,3.0,Mazda,1995,Regular
2482,6.0,4.0,Mazda,1995,Regular
2484,4.0,2.7,Toyota,1995,Regular
2513,6.0,3.8,Ford,1985,Regular
2520,6.0,5.2,Chevrolet,1995,Premium
2524,4.0,1.8,Honda,1985,Regular
2557,4.0,1.5,Ford,1985,Regular
2577,6.0,5.2,GMC,1995,Premium
2578,4.0,2.6,Isuzu,1995,Regular
2580,4.0,1.3,Honda,1985,Regular
2624,4.0,1.8,Isuzu,1985,Regular
2654,5.0,2.5,Volkswagen,1995,Regular
2665,6.0,3.8,Chrysler,1995,Regular
2669,4.0,2.3,Mercury,1985,Regular
2678,6.0,3.8,Dodge,1995,Regular
2679,4.0,2.5,Jeep,1995,Regular
2682,6.0,4.0,Jeep,1995,Regular
2691,6.0,3.8,Mercury,1985,Regular
2695,4.0,2.0,Kia,1995,Regular
2702,4.0,1.5,Mazda,1985,Regular
2703,4.0,2.6,Honda,1995,Regular
2704,4.0,2.6,Mazda,1995,Regular
2712,6.0,3.3,Plymouth,1995,Regular
2713,4.0,2.0,Mitsubishi,1985,Regular
2715,6.0,3.8,Plymouth,1995,Regular
2735,4.0,1.5,Mitsubishi,1985,Regular
2738,8.0,5.2,Jeep,1995,Regular
2759,6.0,3.2,Isuzu,1995,Regular
2763,8.0,3.9,Land Rover,1995,Premium
2769,8.0,4.3,Land Rover,1995,Premium
2774,6.0,3.5,Mitsubishi,1995,Premium
2778,4.0,1.3,Suzuki,1995,Regular
2780,4.0,1.5,Plymouth,1985,Regular
2781,6.0,4.5,Toyota,1995,Regular
2788,6.0,3.0,Acura,1996,Premium
2790,4.0,1.9,BMW,1996,Premium
2791,4.0,1.6,Plymouth,1985,Regular
2793,8.0,5.7,Chevrolet,1996,Regular
2794,8.0,5.7,Chevrolet,1996,Premium
2795,6.0,3.0,Nissan,1996,Premium
2799,10.0,8.0,Dodge,1996,Premium
2800,8.0,3.5,Ferrari,1996,Premium
2801,4.0,1.6,Honda,1996,Regular
2804,4.0,1.6,Honda,1996,Premium
2807,12.0,5.7,Lamborghini,1996,Premium
2808,4.0,1.8,Mazda,1996,Regular
2810,6.0,3.2,Mercedes-Benz,1996,Premium
2811,8.0,5.0,Mercedes-Benz,1996,Premium
2812,12.0,6.0,Mercedes-Benz,1996,Premium
2814,4.0,1.6,Suzuki,1996,Regular
2817,12.0,5.7,Vector,1996,Premium
2818,6.0,2.8,Audi,1996,Premium
2821,6.0,2.8,BMW,1996,Premium
2823,4.0,2.4,Nissan,1996,Premium
2824,4.0,2.2,Plymouth,1985,Premium
2826,6.0,4.0,Jaguar,1996,Premium
2827,4.0,2.0,Mitsubishi,1996,Premium
2829,4.0,2.4,Mitsubishi,1996,Regular
2831,6.0,3.6,Porsche,1996,Premium
2835,6.0,2.8,Pontiac,1985,Regular
2836,4.0,2.2,Toyota,1996,Regular
2838,4.0,1.5,Toyota,1996,Regular
2840,6.0,3.0,Toyota,1996,Premium
2843,4.0,1.8,Acura,1996,Premium
2844,4.0,1.8,Acura,1996,Regular
2847,6.0,3.2,BMW,1996,Premium
2852,8.0,4.4,BMW,1996,Premium
2853,12.0,5.4,BMW,1996,Premium
2854,6.0,3.8,Chevrolet,1996,Regular
2857,8.0,5.0,Pontiac,1985,Regular
2859,4.0,1.6,Nissan,1996,Regular
2861,4.0,2.0,Nissan,1996,Regular
2865,6.0,3.0,Dodge,1996,Regular
2866,6.0,3.0,Dodge,1996,Premium
2868,4.0,1.8,Pontiac,1985,Premium
2871,4.0,1.5,Eagle,1996,Regular
2873,4.0,1.8,Eagle,1996,Regular
2875,4.0,2.0,Eagle,1996,Premium
2876,4.0,2.0,Eagle,1996,Regular
2882,4.0,1.3,Ford,1996,Regular
2884,6.0,3.8,Ford,1996,Regular
2886,8.0,4.6,Ford,1996,Regular
2888,8.0,4.6,Ford,1996,Premium
2889,4.0,2.0,Ford,1996,Regular
2891,4.0,1.6,Pontiac,1985,Regular
2893,6.0,2.5,Ford,1996,Premium
2895,3.0,1.0,Geo,1996,Regular
2896,4.0,1.3,Geo,1996,Regular
2905,4.0,2.2,Honda,1996,Regular
2906,4.0,2.2,Honda,1996,Premium
2908,4.0,2.3,Honda,1996,Premium
2910,6.0,3.0,Infiniti,1996,Premium
2911,6.0,3.0,Lexus,1996,Premium
2914,8.0,4.0,Lexus,1996,Premium
2915,4.0,1.6,Mazda,1996,Regular
2917,6.0,1.8,Mazda,1996,Regular
2919,4.0,2.0,Mazda,1996,Regular
2921,6.0,2.5,Mazda,1996,Premium
2925,4.0,2.0,Mitsubishi,1996,Regular
2930,4.0,1.5,Mitsubishi,1996,Regular
2932,4.0,1.8,Mitsubishi,1996,Regular
2934,6.0,3.0,Mitsubishi,1996,Premium
2940,6.0,3.8,Pontiac,1996,Regular
2942,8.0,5.7,Pontiac,1996,Regular
2944,8.0,6.8,Rolls-Royce,1996,Premium
2945,4.0,1.9,Saturn,1996,Regular
2946,4.0,1.6,Toyota,1985,Regular
2950,4.0,1.8,Subaru,1996,Regular
2953,4.0,2.2,Subaru,1996,Regular
2955,6.0,3.3,Subaru,1996,Premium
2957,4.0,1.5,Toyota,1985,Regular
2959,4.0,1.3,Suzuki,1996,Regular
2961,4.0,1.8,Toyota,1996,Regular
2970,4.0,2.0,Volkswagen,1996,Regular
2972,5.0,2.5,Acura,1996,Premium
2973,6.0,3.2,Acura,1996,Premium
2979,8.0,5.0,Buick,1985,Regular
2983,4.0,2.4,Buick,1996,Regular
2984,6.0,3.1,Buick,1996,Regular
2985,4.0,2.2,Chevrolet,1996,Regular
2987,6.0,3.1,Chevrolet,1996,Regular
2990,4.0,1.8,Buick,1985,Premium
2992,4.0,2.4,Chevrolet,1996,Regular
2996,4.0,2.0,Chrysler,1996,Regular
2998,6.0,2.5,Chrysler,1996,Regular
2999,4.0,2.4,Nissan,1996,Regular
3003,4.0,2.0,Dodge,1996,Regular
3005,6.0,2.5,Dodge,1996,Regular
3010,6.0,2.5,Ford,1996,Regular
3012,4.0,1.8,Ford,1996,Regular
3013,4.0,2.0,Buick,1985,Regular
3015,4.0,1.9,Ford,1996,Regular
3017,4.0,1.6,Geo,1996,Regular
3019,4.0,1.8,Geo,1996,Regular
3021,4.0,1.6,Kia,1996,Regular
3023,4.0,1.8,Kia,1996,Regular
3030,6.0,2.7,Honda,1996,Regular
3031,4.0,1.5,Hyundai,1996,Regular
3035,6.0,2.8,Buick,1985,Regular
3038,4.0,1.8,Hyundai,1996,Regular
3040,4.0,2.0,Infiniti,1996,Regular
3044,6.0,3.0,Lexus,1996,Regular
3045,4.0,2.0,Mercury,1996,Regular
3048,6.0,2.5,Mercury,1996,Regular
3050,4.0,1.8,Mercury,1996,Regular
3052,4.0,1.9,Mercury,1996,Regular
3054,6.0,2.3,Mazda,1996,Premium
3056,4.0,1.5,Mazda,1996,Regular
3057,6.0,3.0,Buick,1985,Regular
3061,4.0,2.2,Mercedes-Benz,1996,Premium
3062,6.0,2.8,Mercedes-Benz,1996,Premium
3063,6.0,3.6,Mercedes-Benz,1996,Premium
3064,6.0,3.0,Mercedes-Benz,1996,Diesel
3068,4.0,2.0,Cadillac,1985,Regular
3073,4.0,2.4,Oldsmobile,1996,Regular
3075,6.0,3.1,Oldsmobile,1996,Regular
3076,4.0,2.0,Plymouth,1996,Regular
3078,4.0,2.4,Pontiac,1996,Regular
3081,6.0,3.1,Pontiac,1996,Regular
3082,4.0,2.2,Pontiac,1996,Regular
3090,6.0,2.8,Cadillac,1985,Regular
3097,4.0,2.5,Subaru,1996,Regular
3098,4.0,1.6,Toyota,1996,Regular
3103,4.0,1.9,Volkswagen,1996,Diesel
3106,6.0,2.8,Volkswagen,1996,Regular
3114,6.0,2.9,Volvo,1996,Premium
3115,6.0,3.5,Acura,1996,Premium
3116,4.0,2.2,Buick,1996,Regular
3119,8.0,4.6,Cadillac,1996,Premium
3121,6.0,3.4,Chevrolet,1996,Regular
3122,4.0,2.4,Chrysler,1996,Regular
3131,4.0,2.4,Dodge,1996,Regular
3134,6.0,3.0,Ford,1996,Regular
3138,8.0,3.4,Ford,1996,Premium
3141,4.0,2.0,Hyundai,1996,Regular
3143,6.0,3.0,Hyundai,1996,Regular
3147,8.0,4.5,Infiniti,1996,Premium
3149,12.0,6.0,Jaguar,1996,Premium
3152,6.0,3.8,Mercury,1996,Regular
3153,8.0,4.6,Mercury,1996,Regular
3154,8.0,4.6,Lincoln,1996,Premium
3155,6.0,3.0,Mercury,1996,Regular
3162,8.0,4.0,Oldsmobile,1996,Premium
3163,4.0,2.2,Oldsmobile,1996,Regular
3166,6.0,3.3,Oldsmobile,1996,Regular
3170,4.0,2.4,Plymouth,1996,Regular
3172,6.0,3.4,Pontiac,1996,Regular
3178,6.0,3.0,Toyota,1996,Regular
3185,5.0,2.3,Volvo,1996,Premium
3186,5.0,2.4,Volvo,1996,Premium
3191,8.0,5.7,Buick,1996,Regular
3193,8.0,5.7,Cadillac,1996,Regular
3195,8.0,4.3,Chevrolet,1996,Regular
3197,6.0,3.3,Chrysler,1996,Regular
3198,6.0,3.5,Chrysler,1996,Regular
3200,6.0,3.3,Dodge,1996,Regular
3201,4.0,1.6,Dodge,1985,Regular
3202,6.0,3.5,Dodge,1996,Regular
3204,6.0,3.3,Eagle,1996,Regular
3205,6.0,3.5,Eagle,1996,Regular
3208,8.0,4.6,Ford,1996,CNG
3213,8.0,4.6,Lincoln,1996,Regular
3216,8.0,4.2,Mercedes-Benz,1996,Premium
3219,6.0,3.8,Pontiac,1996,Premium
3245,6.0,2.5,Volvo,1996,Premium
3251,4.0,2.4,Eagle,1996,Regular
3259,4.0,2.2,Isuzu,1996,Regular
3268,4.0,1.9,Ford,1985,Regular
3282,6.0,4.3,Chevrolet,1996,Regular
3286,4.0,2.2,GMC,1996,Regular
3288,6.0,4.3,GMC,1996,Regular
3294,4.0,2.4,Toyota,1996,Regular
3296,6.0,3.4,Toyota,1996,Regular
3300,8.0,5.0,Chevrolet,1996,Regular
3305,8.0,6.5,Chevrolet,1996,Diesel
3311,4.0,2.5,Dodge,1996,Regular
3313,6.0,3.9,Dodge,1996,Regular
3315,8.0,5.2,Dodge,1996,Regular
3321,8.0,5.9,Dodge,1996,Regular
3327,6.0,4.9,Ford,1996,Regular
3329,8.0,5.0,Ford,1996,Regular
3331,8.0,5.8,Ford,1996,Regular
3340,4.0,2.3,Ford,1996,Regular
3344,6.0,4.0,Ford,1996,Regular
3349,8.0,5.0,GMC,1996,Regular
3351,8.0,5.7,GMC,1996,Regular
3353,8.0,6.5,GMC,1996,Diesel
3360,4.0,2.3,Mazda,1996,Regular
3362,6.0,3.0,Mazda,1996,Regular
3364,6.0,4.0,Mazda,1996,Regular
3366,4.0,2.7,Toyota,1996,Regular
3390,4.0,1.6,Mercury,1985,Regular
3401,4.0,1.9,Mercury,1985,Regular
3423,4.0,2.0,Mercury,1985,Diesel
3468,6.0,3.0,Oldsmobile,1985,Regular
3479,4.0,2.0,Oldsmobile,1985,Regular
3486,6.0,3.3,Nissan,1996,Regular
3488,6.0,3.0,Nissan,1996,Regular
3491,6.0,3.8,Chrysler,1996,Regular
3496,6.0,3.8,Dodge,1996,Regular
3497,4.0,2.5,Jeep,1996,Regular
3498,6.0,4.0,Jeep,1996,Regular
3501,6.0,2.8,Oldsmobile,1985,Regular
3509,4.0,2.0,Kia,1996,Regular
3521,4.0,2.6,Isuzu,1996,Regular
3522,6.0,3.2,Isuzu,1996,Regular
3525,4.0,2.6,Honda,1996,Regular
3526,6.0,3.2,Honda,1996,Regular
3532,6.0,3.0,Plymouth,1996,Regular
3533,6.0,3.3,Plymouth,1996,Regular
3539,6.0,3.4,Oldsmobile,1996,Regular
3540,4.0,2.0,Toyota,1996,Regular
3546,6.0,3.2,Acura,1996,Regular
3557,6.0,3.0,Pontiac,1985,Regular
3564,8.0,5.2,Jeep,1996,Regular
3574,6.0,4.5,Lexus,1996,Regular
3590,4.0,2.0,Pontiac,1985,Regular
3593,8.0,4.0,Land Rover,1996,Premium
3595,8.0,4.6,Land Rover,1996,Premium
3596,6.0,3.0,Mitsubishi,1996,Regular
3600,6.0,3.5,Mitsubishi,1996,Premium
3603,6.0,3.8,Plymouth,1996,Regular
3604,4.0,1.8,Suzuki,1996,Regular
3610,6.0,4.3,Oldsmobile,1996,Regular
3611,6.0,4.5,Toyota,1996,Regular
3620,4.0,1.9,BMW,1997,Premium
3622,8.0,3.5,Ferrari,1997,Premium
3623,4.0,2.1,Volvo,1985,Regular
3624,4.0,1.6,Honda,1997,Regular
3627,4.0,1.6,Honda,1997,Premium
3629,12.0,5.7,Lamborghini,1997,Premium
3630,8.0,3.5,Lotus,1997,Premium
3631,4.0,1.8,Mazda,1997,Regular
3633,6.0,3.2,Mercedes-Benz,1997,Premium
3634,5.0,2.1,Audi,1985,Regular
3635,8.0,5.0,Mercedes-Benz,1997,Premium
3636,12.0,6.0,Mercedes-Benz,1997,Premium
3637,4.0,1.6,Suzuki,1997,Regular
3641,12.0,5.7,Vector,1997,Premium
3642,6.0,3.2,Aston Martin,1997,Premium
3647,6.0,2.8,Audi,1997,Premium
3650,6.0,2.8,BMW,1997,Premium
3652,4.0,2.4,Nissan,1997,Premium
3654,4.0,2.0,Mitsubishi,1997,Premium
3657,4.0,2.4,Mitsubishi,1997,Regular
3659,6.0,3.6,Porsche,1997,Premium
3663,4.0,2.2,Toyota,1997,Regular
3665,4.0,1.5,Toyota,1997,Regular
3668,6.0,4.3,Buick,1985,Diesel
3671,6.0,3.0,Toyota,1997,Premium
3675,4.0,1.8,Acura,1997,Premium
3676,4.0,1.8,Acura,1997,Regular
3678,4.0,2.2,Acura,1997,Regular
3679,6.0,3.8,Buick,1985,Regular
3681,6.0,3.0,Acura,1997,Regular
3682,6.0,3.2,BMW,1997,Premium
3688,8.0,4.4,BMW,1997,Premium
3689,12.0,5.4,BMW,1997,Premium
3690,6.0,4.3,Buick,1985,Regular
3691,6.0,3.8,Chevrolet,1997,Regular
3693,8.0,5.7,Chevrolet,1997,Premium
3695,4.0,1.6,Nissan,1997,Regular
3697,4.0,2.0,Nissan,1997,Regular
3699,4.0,2.0,Eagle,1997,Premium
3700,4.0,2.0,Eagle,1997,Regular
3706,12.0,5.5,Ferrari,1997,Premium
3708,4.0,1.3,Ford,1997,Regular
3710,6.0,3.8,Ford,1997,Regular
3712,8.0,4.1,Cadillac,1985,Regular
3713,8.0,4.6,Ford,1997,Regular
3714,8.0,4.6,Ford,1997,Premium
3716,4.0,2.0,Ford,1997,Regular
3718,6.0,2.5,Ford,1997,Premium
3720,3.0,1.0,Geo,1997,Regular
3721,4.0,1.3,Geo,1997,Regular
3724,4.0,1.6,Geo,1997,Regular
3726,4.0,1.8,Geo,1997,Regular
3735,4.0,1.8,Hyundai,1997,Regular
3737,4.0,2.0,Hyundai,1997,Regular
3739,6.0,3.0,Infiniti,1997,Premium
3740,6.0,3.0,Lexus,1997,Premium
3742,8.0,4.0,Lexus,1997,Premium
3743,4.0,2.0,Mazda,1997,Regular
3745,6.0,4.3,Chevrolet,1985,Diesel
3746,6.0,2.5,Mazda,1997,Premium
3748,4.0,2.0,Mitsubishi,1997,Regular
3754,6.0,3.0,Mitsubishi,1997,Regular
3759,6.0,3.0,Mitsubishi,1997,Premium
3762,6.0,3.8,Pontiac,1997,Regular
3764,8.0,5.7,Pontiac,1997,Premium
3766,8.0,6.8,Rolls-Royce,1997,Premium
3769,4.0,2.0,Saab,1997,Regular
3771,4.0,2.3,Saab,1997,Regular
3773,6.0,2.5,Saab,1997,Regular
3774,4.0,1.9,Saturn,1997,Regular
3779,6.0,4.3,Chevrolet,1985,Regular
3780,4.0,1.8,Subaru,1997,Regular
3781,4.0,2.2,Subaru,1997,Regular
3783,6.0,3.3,Subaru,1997,Premium
3786,4.0,1.3,Suzuki,1997,Regular
3788,4.0,1.8,Toyota,1997,Regular
3793,4.0,1.6,Toyota,1997,Regular
3800,4.0,2.0,Volkswagen,1997,Regular
3803,5.0,2.5,Acura,1997,Premium
3804,6.0,3.2,Acura,1997,Premium
3805,4.0,1.8,Audi,1997,Premium
3820,4.0,2.4,Buick,1997,Regular
3821,6.0,3.1,Buick,1997,Regular
3822,4.0,2.2,Chevrolet,1997,Regular
3827,4.0,2.4,Chevrolet,1997,Regular
3829,4.0,2.0,Chrysler,1997,Regular
3831,6.0,2.5,Chrysler,1997,Regular
3832,4.0,2.4,Chrysler,1997,Regular
3836,4.0,2.4,Nissan,1997,Regular
3838,4.0,2.0,Dodge,1997,Regular
3840,6.0,2.5,Dodge,1997,Regular
3846,6.0,2.5,Ford,1997,Regular
3850,4.0,1.6,Kia,1997,Regular
3852,4.0,1.8,Kia,1997,Regular
3854,4.0,2.2,Honda,1997,Regular
3859,6.0,2.7,Honda,1997,Regular
3860,4.0,1.5,Hyundai,1997,Regular
3864,6.0,4.0,Jaguar,1997,Premium
3865,6.0,3.0,Lexus,1997,Regular
3866,4.0,2.0,Mercury,1997,Regular
3869,6.0,2.5,Mercury,1997,Regular
3873,6.0,2.3,Mazda,1997,Premium
3875,4.0,1.5,Mazda,1997,Regular
3880,4.0,2.3,Mercedes-Benz,1997,Premium
3881,6.0,2.8,Mercedes-Benz,1997,Premium
3882,6.0,3.6,Mercedes-Benz,1997,Premium
3887,6.0,2.5,Mitsubishi,1997,Regular
3888,4.0,1.5,Mitsubishi,1997,Regular
3892,4.0,1.8,Mitsubishi,1997,Regular
3894,4.0,2.4,Oldsmobile,1997,Regular
3896,6.0,3.1,Oldsmobile,1997,Regular
3897,4.0,2.0,Plymouth,1997,Regular
3899,4.0,2.4,Pontiac,1997,Regular
3902,6.0,3.1,Pontiac,1997,Regular
3903,4.0,2.2,Pontiac,1997,Regular
3912,8.0,5.2,Chrysler,1985,Premium
3918,4.0,2.5,Subaru,1997,Regular
3920,4.0,1.9,Volkswagen,1997,Diesel
3924,6.0,2.8,Volkswagen,1997,Regular
3930,6.0,2.9,Volvo,1997,Premium
3931,6.0,3.5,Acura,1997,Premium
3932,8.0,3.7,Audi,1997,Premium
3933,8.0,4.2,Audi,1997,Premium
3936,6.0,3.8,Buick,1997,Regular
3938,6.0,3.8,Buick,1997,Premium
3939,6.0,3.0,Cadillac,1997,Premium
3940,8.0,4.6,Cadillac,1997,Premium
3942,6.0,3.1,Chevrolet,1997,Regular
3943,6.0,3.4,Chevrolet,1997,Regular
3949,6.0,3.0,Nissan,1997,Premium
3953,4.0,2.4,Dodge,1997,Regular
3957,6.0,3.0,Ford,1997,Regular
3959,8.0,3.4,Ford,1997,Premium
3964,6.0,3.0,Hyundai,1997,Regular
3968,8.0,4.1,Infiniti,1997,Premium
3971,6.0,3.8,Mercury,1997,Regular
3972,8.0,4.6,Mercury,1997,Regular
3973,8.0,4.6,Lincoln,1997,Premium
3974,6.0,3.0,Mercury,1997,Regular
3981,6.0,3.0,Mercedes-Benz,1997,Diesel
3983,8.0,4.2,Mercedes-Benz,1997,Premium
3984,8.0,4.0,Oldsmobile,1997,Premium
3987,6.0,3.4,Oldsmobile,1997,Regular
3988,6.0,3.5,Mitsubishi,1997,Premium
3989,8.0,5.2,Dodge,1985,Premium
3993,6.0,3.8,Pontiac,1997,Premium
4009,6.0,3.0,Toyota,1997,Regular
4015,5.0,2.3,Volvo,1997,Premium
4016,5.0,2.4,Volvo,1997,Premium
4026,6.0,3.3,Chrysler,1997,Regular
4027,6.0,3.5,Chrysler,1997,Regular
4029,6.0,3.3,Dodge,1997,Regular
4030,6.0,3.5,Dodge,1997,Regular
4032,6.0,3.3,Eagle,1997,Regular
4033,6.0,3.5,Eagle,1997,Regular
4036,8.0,4.6,Ford,1997,CNG
4040,8.0,4.6,Lincoln,1997,Regular
4047,6.0,3.8,Oldsmobile,1997,Premium
4048,6.0,3.8,Oldsmobile,1997,Regular
4059,6.0,3.0,Saab,1997,Regular
4084,4.0,2.2,Isuzu,1997,Regular
4103,6.0,4.3,Chevrolet,1997,Regular
4107,4.0,2.2,GMC,1997,Regular
4109,6.0,4.3,GMC,1997,Regular
4114,4.0,2.4,Toyota,1997,Regular
4116,6.0,3.4,Toyota,1997,Regular
4120,8.0,5.0,Chevrolet,1997,Regular
4122,8.0,5.7,Chevrolet,1997,Regular
4129,8.0,6.5,Chevrolet,1997,Diesel
4130,4.0,2.5,Dodge,1997,Regular
4131,6.0,3.9,Dodge,1997,Regular
4133,8.0,5.2,Dodge,1997,Regular
4140,8.0,5.9,Dodge,1997,Regular
4141,6.0,4.2,Ford,1997,Regular
4146,8.0,5.4,Ford,1997,Regular
4150,4.0,2.3,Ford,1997,Regular
4154,6.0,4.0,Ford,1997,Regular
4159,8.0,5.0,GMC,1997,Regular
4161,8.0,5.7,GMC,1997,Regular
4167,6.0,3.8,Oldsmobile,1985,Regular
4168,8.0,6.5,GMC,1997,Diesel
4169,6.0,3.0,Mazda,1997,Regular
4170,4.0,2.3,Mazda,1997,Regular
4173,6.0,4.0,Mazda,1997,Regular
4175,4.0,2.7,Toyota,1997,Regular
4178,8.0,5.0,Oldsmobile,1985,Regular
4234,8.0,5.2,Plymouth,1985,Premium
4290,6.0,3.3,Nissan,1997,Regular
4292,6.0,3.0,Nissan,1997,Regular
4294,6.0,3.8,Chrysler,1997,Regular
4297,6.0,3.0,Dodge,1997,Regular
4299,6.0,3.8,Dodge,1997,Regular
4301,6.0,4.0,Jeep,1997,Regular
4302,8.0,5.2,Jeep,1997,Regular
4308,8.0,5.0,Ford,1997,Regular
4311,6.0,3.8,Pontiac,1985,Regular
4314,4.0,2.0,Kia,1997,Regular
4316,8.0,5.0,Mercury,1997,Regular
4328,4.0,2.6,Isuzu,1997,Regular
4329,6.0,3.2,Isuzu,1997,Regular
4331,4.0,2.6,Honda,1997,Regular
4332,6.0,3.2,Honda,1997,Regular
4337,6.0,3.4,Pontiac,1997,Regular
4338,4.0,2.4,Plymouth,1997,Regular
4340,6.0,3.0,Plymouth,1997,Regular
4341,6.0,3.3,Plymouth,1997,Regular
4342,4.0,1.8,Suzuki,1997,Regular
4350,4.0,2.0,Toyota,1997,Regular
4355,6.0,3.2,Acura,1997,Regular
4378,6.0,4.3,Pontiac,1985,Diesel
4381,6.0,3.3,Infiniti,1997,Regular
4382,6.0,4.5,Lexus,1997,Regular
4401,8.0,4.0,Land Rover,1997,Premium
4405,8.0,4.6,Land Rover,1997,Premium
4408,6.0,3.5,Mitsubishi,1997,Regular
4418,6.0,4.3,Oldsmobile,1997,Regular
4419,6.0,4.5,Toyota,1997,Regular
4427,6.0,3.0,Acura,1998,Premium
4428,6.0,3.2,Acura,1998,Premium
4429,6.0,3.2,Aston Martin,1998,Premium
4434,6.0,3.2,BMW,1998,Regular
4435,4.0,1.9,BMW,1998,Regular
4437,6.0,2.8,BMW,1998,Regular
4439,8.0,5.7,Chevrolet,1998,Premium
4441,10.0,8.0,Dodge,1998,Premium
4443,12.0,5.5,Ferrari,1998,Premium
4446,6.0,4.3,Cadillac,1985,Diesel
4447,8.0,3.5,Ferrari,1998,Premium
4449,12.0,5.7,Lamborghini,1998,Premium
4450,8.0,3.5,Lotus,1998,Premium
4451,8.0,5.0,Mercedes-Benz,1998,Premium
4452,12.0,6.0,Mercedes-Benz,1998,Premium
4453,6.0,2.5,Porsche,1998,Premium
4455,4.0,1.6,Suzuki,1998,Regular
4460,6.0,2.8,Audi,1998,Premium
4461,6.0,2.5,BMW,1998,Regular
4467,8.0,4.0,Jaguar,1998,Premium
4469,4.0,2.0,Mitsubishi,1998,Premium
4471,4.0,2.3,Mitsubishi,1998,Regular
4473,4.0,2.4,Nissan,1998,Premium
4475,6.0,3.6,Porsche,1998,Premium
4478,4.0,2.2,Toyota,1998,Regular
4481,4.0,1.5,Toyota,1998,Regular
4485,6.0,3.0,Toyota,1998,Premium
4488,4.0,2.3,Acura,1998,Regular
4491,6.0,3.0,Acura,1998,Regular
4492,4.0,1.8,Acura,1998,Regular
4494,4.0,1.8,Acura,1998,Premium
4495,8.0,6.7,Bentley,1998,Premium
4507,6.0,3.8,Chevrolet,1998,Regular
4511,4.0,2.2,Chevrolet,1998,Regular
4515,4.0,2.4,Chevrolet,1998,Regular
4517,3.0,1.0,Chevrolet,1998,Regular
4518,4.0,1.3,Chevrolet,1998,Regular
4520,4.0,2.0,Eagle,1998,Regular
4521,4.0,2.0,Eagle,1998,Premium
4523,6.0,4.3,Oldsmobile,1985,Diesel
4534,6.0,4.3,Pontiac,1985,Regular
4536,4.0,2.0,Ford,1998,Regular
4538,6.0,3.8,Ford,1998,Regular
4540,8.0,4.6,Ford,1998,Regular
4541,8.0,4.6,Ford,1998,Premium
4543,4.0,1.6,Honda,1998,Regular
4544,4.0,1.6,Honda,1998,CNG
4551,4.0,2.2,Honda,1998,Premium
4553,4.0,2.0,Hyundai,1998,Regular
4556,4.0,2.0,Honda,1985,Regular
4558,6.0,3.0,Lexus,1998,Premium
4559,8.0,4.0,Lexus,1998,Premium
4560,6.0,3.2,Mercedes-Benz,1998,Premium
4561,6.0,3.0,Mitsubishi,1998,Regular
4565,6.0,3.0,Mitsubishi,1998,Premium
4569,4.0,2.0,Mitsubishi,1998,Regular
4575,4.0,1.5,Mitsubishi,1998,Regular
4577,4.0,1.8,Mitsubishi,1998,Regular
4580,4.0,1.6,Nissan,1998,Regular
4582,4.0,2.0,Nissan,1998,Regular
4584,6.0,3.8,Pontiac,1998,Regular
4586,8.0,5.7,Pontiac,1998,Premium
4588,4.0,2.2,Pontiac,1998,Regular
4592,4.0,2.4,Pontiac,1998,Regular
4594,4.0,2.0,Saab,1998,Regular
4595,4.0,2.3,Saab,1998,Regular
4598,4.0,1.9,Saturn,1998,Regular
